term,jsd,count_early,count_modern,neighbours,scaled_jsd
reviews,0.801369361390469,113,3887,3729,0.8248860284258515
rand,0.8377769944248957,335,2436,2956,0.8247631935047361
bulletin,0.8278992902627645,24,3820,3463,0.8247184522090673
esq,0.7764136337592487,3935,65,2630,0.8247148288973384
quattro,0.9177477086417966,4,234,302,0.8245033112582781
generic,0.8251052866165413,22,3978,3527,0.8244967394386163
african,0.7491623669542361,69,3931,1504,0.824468085106383
pitcher,0.8040289956746826,106,3894,3822,0.8244374672946102
belt,0.7820686271498916,287,3713,3215,0.8242612752721618
class,0.7252922587999412,272,3728,751,0.8242343541944075
show,0.6955723912818459,190,3810,529,0.8241965973534972
3b,0.8525473268734023,22,1943,2330,0.8240343347639485
cans,0.8136671142647736,38,3962,3807,0.8240084055686893
respond,0.7789701503350247,25,3975,2823,0.8239461565710238
average,0.7442163373467189,83,3917,1272,0.8238993710691824
welfare,0.7746167899248873,1150,2850,2598,0.8237105465742879
reporting,0.7810274479922509,116,3884,3161,0.823473584308763
tournaments,0.8401785857181026,33,2348,2690,0.8234200743494424
won,0.7471128970961043,180,3820,1461,0.8234086242299795
connexions,0.8727463816755138,1264,25,1608,0.8233830845771144
practices,0.7586802686337174,272,3728,1986,0.823262839879154
thanks,0.7580969736692699,885,3115,1945,0.8231362467866324
louise,0.8149424725390912,25,3975,3792,0.823048523206751
yi,0.8812756355044922,155,970,1401,0.8229835831548894
squad,0.8134817808158357,19,3981,3800,0.8226315789473684
authorities,0.7760255236509617,559,3441,2727,0.8225155848918225
janet,0.8074928638643254,15,3985,3823,0.8223907925712791
random,0.7899679657884093,165,3835,3461,0.8223056919965328
shots,0.7808606574290864,35,3965,3162,0.8222643896268185
prudential,0.8700462571420374,270,1081,1675,0.822089552238806
flopped,0.8754215791095054,118,1144,1579,0.8220392653578215
tunnel,0.8020830550989415,20,3980,3815,0.8220183486238533
quartered,0.8617424144669736,871,859,2116,0.8218336483931947
vm,0.9086954523658033,40,300,432,0.8217592592592593
creamy,0.828446018468175,6,3531,3363,0.8215878679750223
register,0.782013503456469,1118,2882,3256,0.8215601965601965
headache,0.8279592746633007,13,3506,3350,0.8214925373134329
gorge,0.857437929559636,168,1675,2207,0.8214771182600815
there,0.6357542104869827,924,3076,56,0.8214285714285714
prevention,0.7781733103310289,222,3778,3023,0.8213695004961958
admissions,0.8273747107789734,94,3631,3426,0.8213660245183888
depending,0.7781851494081757,808,3192,3038,0.8212639894667545
1984,0.7796160643300049,6,3994,2936,0.8211852861035422
sensible,0.7803875761064379,3082,918,3064,0.8211488250652742
shower,0.7940950078786814,272,3728,3591,0.8209412419938735
twist,0.80271083895433,320,3680,3848,0.8206860706860707
jogging,0.8617380822905469,24,1639,2039,0.8205002452182443
cosmetics,0.8583680781438905,41,1757,2170,0.8202764976958525
collector,0.7942091759655107,2634,1366,3636,0.8201320132013201
granulated,0.8683274290734224,19,1358,1706,0.8200468933177022
past,0.687482034514206,506,3494,450,0.82
clients,0.772691910741528,44,3956,2636,0.8198027314112292
packet,0.7984377263748483,2890,1110,3729,0.8197908286403862
coalition,0.7840476073519622,143,3857,3360,0.8196428571428571
compound,0.8017445919312745,535,3465,3859,0.819642394402695
sweets,0.8363709818810198,1148,1513,2894,0.8196268140981341
attitude,0.7781371513636568,123,3877,2887,0.8195358503636994
incumbent,0.8148883026731849,1599,2401,3720,0.8190860215053763
displacement,0.8390896886879264,37,2328,2675,0.8190654205607477
nancy,0.7859137102155902,777,3223,3432,0.8190559440559441
levy,0.799925985634815,2274,1726,3828,0.8189655172413793
exit,0.7904743379991263,666,3334,3523,0.8189043428895827
doe,0.817332105813804,730,3270,3664,0.8187772925764192
compleat,0.8137609824793285,3953,47,3724,0.8187432867883996
dee,0.8311891068378138,294,2958,3216,0.8187189054726368
adjusted,0.7920372229310372,908,3092,3567,0.8186150827025511
trailing,0.8297716074000644,50,3340,3289,0.8184858619641229
bar,0.7443285025037434,533,3467,1636,0.8184596577017115
recall,0.7782319983861633,417,3583,3155,0.8183835182250396
front,0.7033979990943641,322,3678,644,0.8183229813664596
entertainment,0.7778220208376829,589,3411,2910,0.818213058419244
ohio,0.7666409392455558,784,3216,2450,0.8179591836734694
senior,0.7456834715892355,99,3901,1760,0.8176136363636364
hawking,0.8762287141930708,47,1137,1474,0.8175033921302578
stew,0.8208362477541796,1079,2921,3550,0.8174647887323944
link,0.7764968636990224,110,3890,2973,0.8173562058526741
homes,0.7551850637652961,71,3929,2031,0.8173313638601674
visitors,0.7771045956575051,164,3836,2901,0.8166149603584971
swing,0.7808017994615152,44,3956,3275,0.8164885496183206
card,0.7556339111407638,115,3885,2118,0.8163361661945231
basil,0.8110105366592116,102,3898,3778,0.8163049232398094
console,0.8210330138667719,574,3426,3533,0.8163034248514011
resource,0.7776992905020015,432,3568,2945,0.8162988115449915
champion,0.7851185957058621,208,3792,3489,0.8162797363141301
consulting,0.7975870781435945,589,3411,3754,0.8161960575386255
heady,0.8610058552210076,53,1432,1846,0.8158179848320694
liabilities,0.8752281598734256,4,1178,1471,0.8157715839564922
eyewitness,0.8838783392574697,12,955,1210,0.815702479338843
steadying,0.9030858260432468,4,400,515,0.8155339805825242
psyche,0.8388955808963351,16,2270,2602,0.8155265180630284
bolden,0.9043389021849343,30,329,455,0.8153846153846154
recreation,0.8032954858724618,163,3837,3818,0.8153483499214248
satchel,0.8816671327423602,14,1020,1294,0.8153013910355487
warranties,0.9005958993703174,16,448,584,0.815068493150685
undergraduate,0.8036248274805793,6,3994,3810,0.8149606299212598
detroit,0.7770553793904026,320,3680,3150,0.8149206349206349
solution,0.7696176358988991,194,3806,2609,0.8148715983135301
sales,0.7429863538727243,270,3730,1785,0.8145658263305322
resort,0.7781319711813743,645,3355,3235,0.8145285935085008
entity,0.8122641175060137,25,3975,3708,0.81445523193096
service,0.6885104194261984,1300,2700,512,0.814453125
most,0.5996959652599482,1250,2750,97,0.8144329896907216
thrones,0.8334149376364267,471,2404,3031,0.814252721873969
potato,0.7972483270609263,11,3989,3837,0.8141777430284076
tipped,0.8213299071226818,35,3922,3490,0.8140401146131805
michigan,0.7759042511450699,34,3966,2898,0.8140096618357487
tier,0.8159531732279556,219,3781,3650,0.813972602739726
rehearsal,0.8239837565317742,86,3598,3416,0.8138173302107728
dom,0.8590495140881446,320,1137,1810,0.8138121546961326
principals,0.8086059508280585,467,3533,3774,0.8137254901960784
via,0.7702826956561082,105,3895,2673,0.813692480359147
manufactures,0.795078195874295,3644,356,3797,0.813537002897024
skepticism,0.8299502532469158,11,3201,3195,0.8134585289514867
growth,0.7359726842509269,265,3735,1249,0.8134507606084868
reds,0.8266670093954357,36,3370,3296,0.8134101941747572
pf,0.8578254530977236,726,870,1966,0.8133265513733469
exhaust,0.8244410335434869,408,3202,3386,0.8130537507383343
rpe,0.9052983176825379,21,353,476,0.8130252100840336
stocks,0.7749176704726664,447,3553,3046,0.8128693368351937
comp,0.8407199297248525,545,1574,2463,0.8128298822574097
endeavour,0.7863567854190826,3855,145,3525,0.8127659574468085
landmarks,0.8480735074113172,22,1891,2275,0.8127472527472528
positive,0.742919873754728,319,3681,1500,0.8126666666666666
utility,0.7773846471714322,952,3048,3238,0.8125386040765905
ring,0.7602980752754791,776,3224,2329,0.8123658222413053
columbia,0.773276853708063,475,3525,3027,0.8123554674595309
curves,0.8208483703845868,29,3878,3473,0.8122660524042614
bert,0.8544005759959171,100,1635,2119,0.8121755545068429
measures,0.7371574866835042,1765,2235,1288,0.812111801242236
stimulus,0.8013403402754063,746,3254,3815,0.8120576671035387
explores,0.8258069455476721,78,3282,3276,0.811965811965812
syrian,0.8090205235444776,81,3919,3738,0.8119315141787052
bounded,0.7950690304444189,3144,856,3837,0.8115715402658327
tools,0.7616362614506775,363,3637,2428,0.8113673805601318
caveat,0.8636708895348821,356,998,1678,0.8110846245530393
fit,0.7421218123376129,1272,2728,1524,0.8110236220472441
crazy,0.7682391627794029,46,3954,2740,0.810948905109489
layers,0.7946513076564121,78,3922,3760,0.8109042553191489
jos,0.8338248331391767,1256,1263,2792,0.8108882521489972
or,0.6264398001682638,1581,2419,37,0.8108108108108109
compact,0.7946104160008741,1252,2748,3765,0.8106241699867198
void,0.789223920399388,2611,1389,3639,0.8103874690849134
bunker,0.831098198566184,464,2467,3061,0.8098660568441686
appreciation,0.7955908408997563,125,3875,3848,0.8097713097713097
access,0.7395619373010025,121,3879,1435,0.8097560975609757
new,0.6210838231977536,324,3676,105,0.8095238095238095
surveys,0.7875350561698488,521,3479,3595,0.8094575799721836
mater,0.8505059019147676,360,1428,2161,0.8093475242943082
glenn,0.8075023065368252,144,3856,3724,0.8093447905477981
navigation,0.7796716496617808,3009,991,3424,0.8092873831775701
ups,0.7922236080152212,15,3985,3723,0.8090249798549557
unreliable,0.8528174685936453,4,1580,1953,0.8090117767537123
lighting,0.7944800211729638,95,3905,3814,0.8088620870477189
liberal,0.7657090250422355,870,3130,2630,0.808745247148289
brot,0.9011769856549252,408,11,528,0.8087121212121212
tugging,0.8594900298958994,11,1393,1740,0.8086206896551724
plug,0.8045216770763515,41,3959,3764,0.8084484590860787
winners,0.7968766029228009,19,3981,3821,0.8084271133211202
commission,0.7380031530862089,1260,2740,1679,0.8082191780821918
fancy,0.7794909285101,1558,2442,3410,0.8082111436950147
neutral,0.780416387296957,1306,2694,3444,0.8077816492450639
shrinking,0.8249926262532926,169,3147,3256,0.8074324324324325
about,0.6000610949688245,501,3499,57,0.8070175438596491
recruiting,0.7931583007074988,1474,2526,3767,0.8070082293602336
reflect,0.7643075904960005,737,3263,2637,0.806977626090254
symphony,0.8040906585736903,42,3958,3787,0.8069712173224188
edison,0.8318396556077124,68,2357,2722,0.8067597354886114
spirituality,0.8121262675326185,139,3861,3621,0.8066832366749517
outs,0.8352532287980562,103,2113,2545,0.806679764243615
closeness,0.8514736034993682,63,1665,2114,0.8065279091769157
minus,0.8083371893626705,71,3929,3680,0.8065217391304348
ford,0.7701325725908894,334,3666,2852,0.8064516129032258
3g,0.8677797064887229,26,1168,1487,0.8063214525891056
blocked,0.793639245227309,203,3797,3867,0.8063098008792345
adverse,0.7978862641487252,980,3020,3815,0.8062909567496723
tough,0.759057866610028,53,3947,2395,0.8062630480167015
hu,0.8343961581039537,560,1678,2565,0.8062378167641325
mature,0.7931525577489129,706,3294,3781,0.806135942872256
worries,0.7978344163952554,13,3987,3823,0.805911587758305
reform,0.752878761009798,298,3702,2251,0.8058640604175922
quo,0.8126161182897472,506,3494,3543,0.8058142816821903
reporter,0.773393023214143,30,3970,3257,0.8056493705864293
eased,0.8180604462984002,244,3456,3424,0.8054906542056075
vocabulary,0.7917976147148345,60,3940,3793,0.8054310572106512
circus,0.8168378677349487,91,3755,3463,0.8050822985850419
help,0.6552847173541497,263,3737,359,0.8050139275766016
wai,0.8981111561160913,157,293,564,0.8049645390070922
approaches,0.7698509697133188,287,3713,2871,0.8049460118425635
bh,0.8792378294401912,132,670,1015,0.8049261083743843
imagery,0.7997380017840704,76,3924,3808,0.8048844537815126
ell,0.8427574683532152,913,997,2270,0.8048458149779736
pr,0.7912182462624741,2910,1090,3796,0.804004214963119
sander,0.8862109549736675,11,663,851,0.8037602820211516
victor,0.7924333211372286,266,3734,3832,0.8037578288100209
gray,0.7458736566212998,206,3794,1982,0.8037336024217961
retirement,0.7698077542253902,441,3559,2944,0.8036684782608695
report,0.6944177492073892,1598,2402,601,0.8036605657237936
2008,0.7430724616490161,2,3998,1924,0.8035343035343036
liberation,0.7977085267962849,300,3700,3801,0.8034727703235991
credentials,0.8035527315523815,1359,2641,3729,0.803432555644945
pets,0.8124466485887984,12,3988,3530,0.803399433427762
fat,0.7360197873781095,186,3814,1510,0.8033112582781456
honduras,0.8393850722379486,516,1507,2388,0.8031825795644891
skip,0.8014295541690465,102,3898,3764,0.803134962805526
ld,0.8061735752292153,1747,2253,3676,0.8030467899891186
endorse,0.8310786607191174,252,2112,2674,0.8029169783096485
ferret,0.8789753926734588,103,660,964,0.8029045643153527
ol,0.7990230829329681,1556,2444,3805,0.8028909329829172
cody,0.8300131895009679,14,2612,2866,0.802861130495464
endorsed,0.8049163691314685,796,3204,3682,0.8028245518739815
exhibition,0.7725102864271021,272,3728,3276,0.8025030525030525
accords,0.8497601245539005,211,1341,1919,0.8025013027618552
behavior,0.7311712644823019,456,3544,1174,0.8023850085178875
cot,0.8348534821914861,753,1434,2521,0.8020626735422451
high,0.6286902202814694,530,3470,197,0.8020304568527918
association,0.7351934399008954,199,3801,1419,0.8019732205778718
crouching,0.8721324023339831,51,977,1287,0.8018648018648019
rob,0.7870321825303034,802,3198,3713,0.8017775383786695
co,0.7321916924701204,634,3366,1319,0.8013646702047005
amanda,0.7912449385570655,1082,2918,3860,0.8012953367875648
nt,0.7934619816065255,1545,2455,3827,0.8011497256336556
conference,0.7340061005620034,324,3676,1745,0.8011461318051576
homogenous,0.8985875320299216,4,514,653,0.8009188361408882
disapproval,0.8500807601909307,6,1624,2003,0.800798801797304
zone,0.7680407944029987,113,3887,2939,0.8006124532153793
rack,0.7911305924493035,329,3671,3840,0.8005208333333333
mold,0.8082147661113139,72,3928,3611,0.8003323179174744
retrospective,0.8264180310620125,402,2471,3030,0.8003300330033003
lex,0.8672076659707978,230,923,1437,0.8002783576896312
scale,0.7325847575434019,332,3668,1607,0.8002489110143124
respecting,0.7607831809367374,3769,231,2601,0.800076893502499
navigational,0.8889584068954598,7,617,795,0.8
livered,0.9536931831793655,69,34,125,0.8
aid,0.7328761367299331,1999,2001,1450,0.8
architectural,0.7988673679080229,33,3967,3774,0.7999470058293587
faced,0.7607221433176167,176,3824,2624,0.7999237804878049
kent,0.7881872869625859,1774,2226,3798,0.7996313849394419
sub,0.7843640469295478,735,3265,3693,0.7996209044137558
attendance,0.7711541588704166,1808,2192,3283,0.7995735607675906
smart,0.7620974946453916,236,3764,2662,0.7993989481592787
easement,0.8963949273062629,23,502,663,0.799396681749623
rangers,0.7965857226204164,422,3578,3808,0.7993697478991597
waste,0.7524581560036337,542,3458,2352,0.7993197278911565
cc,0.7982589040353545,1276,2724,3760,0.7992021276595744
wholesale,0.8125041158002684,951,2935,3468,0.7987312572087658
table,0.6779719072465463,357,3643,462,0.7987012987012987
mohammed,0.8287221584953003,11,2512,2796,0.7986409155937053
churchill,0.8225879770852014,403,2751,3167,0.7985475213135459
cares,0.7894845784646529,1567,2433,3850,0.7984415584415584
ukraine,0.8069810256377402,31,3969,3605,0.7983356449375867
bid,0.7699279594703169,1234,2766,3276,0.7982295482295483
tm,0.833822501872321,271,1868,2482,0.798146655922643
benny,0.8269256140315417,78,2531,2854,0.7978276103714086
managed,0.7518493532880413,247,3753,2354,0.7977909940526763
sequins,0.8858293003633276,80,559,811,0.7977805178791615
buford,0.8445751110523809,52,1530,1952,0.7976434426229508
dodge,0.7999170514098598,229,3771,3716,0.7976318622174381
chest,0.7479122220754826,246,3754,2265,0.7973509933774835
fiscal,0.781619400842329,104,3896,3658,0.797156916347731
tigers,0.7970062644505518,47,3953,3784,0.7970401691331924
perceptions,0.7724168832414356,49,3951,3365,0.7970282317979198
endeavor,0.7949967355675813,1803,2197,3808,0.7970063025210085
nowadays,0.8250507909162204,6,2893,3048,0.7969160104986877
earnings,0.7732841368513297,84,3916,3432,0.796911421911422
pool,0.7591345489507466,91,3909,2634,0.7968868640850417
los,0.7409270558790628,51,3949,1915,0.7968668407310705
tan,0.796811118565838,380,3620,3783,0.7967221781654771
estimates,0.765714270861588,219,3781,2910,0.7965635738831615
gal,0.8258995645992548,866,1771,2875,0.7965217391304348
flirting,0.8562181473967039,24,1312,1661,0.7965081276339554
rickey,0.8811840422220563,12,696,904,0.7964601769911505
anyhow,0.8441029959511112,3,1721,2111,0.7963050686878257
runaway,0.825030827028857,811,2101,3053,0.7962659679004258
regulator,0.865059523140004,56,1050,1374,0.7962154294032023
files,0.7725237688359471,382,3618,3425,0.7962043795620438
style,0.7320468387063783,209,3791,1472,0.7961956521739131
transportation,0.7648629089205162,567,3433,2888,0.7960526315789473
overwhelming,0.786821684093147,55,3945,3829,0.7960302951162184
curb,0.7936730551680703,305,3695,3799,0.7957357199262964
cook,0.7407746627967058,346,3654,1967,0.7956278596847992
christina,0.8113423183717753,82,3798,3466,0.7954414310444317
hitting,0.7724892745509443,22,3978,3426,0.7953882078225336
spaight,0.8850532511318311,634,4,811,0.7953144266337855
responding,0.7870400803227752,12,3988,3835,0.7953063885267275
diana,0.7890929527312927,315,3685,3823,0.7951870258958933
signal,0.7643520479647015,653,3347,3017,0.7951607557176003
adult,0.7531318375183137,51,3949,2429,0.7949773569370111
festival,0.7637676100980434,116,3884,3027,0.7948463825569871
resident,0.7695002297408952,797,3203,3334,0.7948410317936413
tablet,0.82025372184564,102,3118,3199,0.7946233197874336
korea,0.7668469492216935,2,3998,3188,0.7945420326223338
tonight,0.7612857402039774,10,3990,2778,0.7944564434845213
printers,0.7990754173603734,2372,1628,3677,0.7941256459069894
flagging,0.8904569570304529,24,549,728,0.7939560439560439
plight,0.8234038435499749,175,2632,2978,0.7938213566151779
gorgeous,0.7960753205890666,88,3912,3734,0.7935190144617033
babies,0.7703851211467841,21,3979,3423,0.7934560327198364
blocking,0.7953740930230572,103,3897,3742,0.793425975414217
breeding,0.7910494198832557,597,3403,3819,0.793401413982718
procter,0.8715064650867231,146,738,1108,0.7933212996389891
science,0.7141523575515175,274,3726,1020,0.7931372549019607
fiction,0.7644004312219004,136,3864,3161,0.7931034482758621
muscle,0.7674327322730848,57,3943,3268,0.7928396572827417
volunteers,0.7718389047804667,535,3465,3443,0.7926227127505083
jot,0.8826376032706967,214,465,858,0.7925407925407926
platforms,0.8220597432474704,143,2871,3104,0.7925257731958762
lifetime,0.7727262110695509,70,3930,3465,0.7924963924963925
historically,0.7841617763361057,15,3985,3800,0.7923684210526316
instruction,0.741862303377786,723,3277,2118,0.7922568460812087
managers,0.7630166077346713,675,3325,2904,0.7920110192837465
bankrupt,0.8138930693532951,1321,2077,3293,0.7919829942301853
plenty,0.7524027944651273,732,3268,2450,0.7918367346938775
helps,0.7570218208452577,99,3901,2550,0.7917647058823529
teaching,0.7308392208212917,133,3867,1401,0.7915774446823698
dealing,0.7629131460390647,244,3756,3045,0.7914614121510674
null,0.8242546920416377,1438,1200,2875,0.7913043478260869
volunteer,0.7746854623731216,358,3642,3512,0.7912870159453302
diplomacy,0.8105162338848001,24,3729,3434,0.79120559114735
pitched,0.7856759815256762,312,3688,3820,0.7910994764397906
fli,0.9003219847500502,304,46,445,0.7910112359550562
notes,0.7287749399685078,809,3191,1626,0.7908979089790897
develops,0.8069903025917461,6,3916,3475,0.7907913669064748
thereof,0.7309605892036578,3894,106,1520,0.7907894736842105
alien,0.7733051756194468,752,3248,3513,0.7907771135781383
mandates,0.8210461786962766,247,2557,2976,0.7906586021505376
cardoza,0.9450231348614184,4,115,148,0.7905405405405406
bust,0.8018375086879396,299,3701,3537,0.7905004240882103
otis,0.8017601488319681,2012,1988,3533,0.7902632323804133
comer,0.8425391415875488,99,1551,2026,0.7902270483711747
horny,0.8824432065461235,33,638,848,0.7900943396226415
understanding,0.7285639376577164,604,3396,1366,0.7898975109809663
text,0.7316445878683012,514,3486,1835,0.7896457765667575
favorite,0.7352657806445184,141,3859,1944,0.7896090534979424
planned,0.7563570014112081,108,3892,2632,0.7895136778115501
franc,0.8927577144356895,68,356,532,0.7894736842105263
forceful,0.8400523706352181,31,1516,1914,0.7894461859979102
dexter,0.8341988775170393,630,1322,2316,0.7892918825561313
located,0.7616327106638607,167,3833,2895,0.7892918825561313
inventory,0.7831753076626025,527,3473,3814,0.7891976927110645
lyle,0.8357314179198095,140,1718,2220,0.7891891891891892
packard,0.8306559313807349,72,2013,2438,0.7891714520098442
annexed,0.7896186518055294,3660,340,3802,0.7890583903208838
positions,0.7592955485297822,162,3838,2814,0.7889125799573561
alternatives,0.782631470226704,72,3928,3827,0.7888685654559707
gouges,0.9021503611600206,99,172,350,0.7885714285714286
fee,0.7611287904859361,1540,2460,2866,0.7885554780181437
jersey,0.7815765804585875,2057,1943,3778,0.7885124404446797
manual,0.7816269619008118,212,3788,3773,0.7884972170686456
tried,0.7101278332232469,459,3541,988,0.7884615384615384
engagement,0.7627923683205904,1082,2918,3209,0.7884076036148333
respectively,0.7605356067017578,1490,2510,2844,0.7883263009845288
signals,0.7767884388868789,199,3801,3618,0.7882808181315644
cube,0.8236645327185769,56,2441,2776,0.7881844380403458
cobb,0.7843217088808115,234,3766,3824,0.7881799163179917
overhauled,0.8909506875950757,42,458,632,0.7879746835443038
comic,0.7821797044429191,94,3906,3838,0.7879103699843668
total,0.7153047107241214,411,3589,1108,0.7879061371841155
journal,0.7282060420169836,527,3473,1636,0.7878973105134475
oral,0.7721727558927065,71,3929,3528,0.7874149659863946
boo,0.84219400334545,110,1357,1820,0.7873626373626373
rail,0.7763481102459759,258,3742,3658,0.7873154729360307
ci,0.7919746428483562,1116,2884,3779,0.787245302990209
mirror,0.7583038250732161,80,3920,2796,0.7871959942775394
retention,0.7917593842334196,175,3825,3761,0.7870247274660994
balanced,0.7809387819015307,214,3786,3748,0.7868196371398078
jarring,0.8431143454897252,405,1025,1772,0.7866817155756207
crank,0.8332110597025162,69,1901,2334,0.7866323907455013
penchant,0.842419375095168,24,1425,1799,0.7865480822679266
explode,0.8191771366632388,110,2673,2965,0.7865092748735244
detection,0.7853104576661639,386,3614,3822,0.7864992150706437
provided,0.7086531830207707,1545,2455,969,0.7863777089783281
frosted,0.8610749006342404,25,1045,1334,0.7863568215892054
caring,0.7812665646920345,74,3926,3838,0.7863470557582074
stimuli,0.8094232255094942,441,3048,3346,0.7863120143454871
gi,0.8294332171767607,692,1455,2488,0.7861736334405145
vendor,0.818790283407156,88,2661,2949,0.7860291624279416
press,0.7145543880400305,446,3554,1098,0.7859744990892532
totals,0.8249439697798129,37,2256,2610,0.785823754789272
chinese,0.730886346164405,101,3899,1834,0.7857142857142857
hout,0.9292730176051373,74,74,182,0.7857142857142857
champions,0.7977972958334667,285,3715,3593,0.7856944057890343
merged,0.8244878852163974,50,2272,2637,0.7853621539628366
item,0.7591183941357478,225,3775,3037,0.78531445505433
custom,0.7591466935337857,2160,1840,2909,0.7851495359229976
flow,0.7449585332009485,752,3248,2369,0.7851414098775855
esqr,0.7823860962427692,3998,2,3823,0.7849856133926236
draft,0.7587674550339986,494,3506,2860,0.784965034965035
dulled,0.8899518383181974,6,496,632,0.7848101265822784
mass,0.7265265208476758,473,3527,1631,0.7847946045370938
lt,0.7572330997406361,888,3112,2801,0.7847197429489468
species,0.7269639466823441,611,3389,1426,0.7847124824684432
lobby,0.779781128682905,31,3969,3743,0.7846647074539139
orange,0.7429172020540593,385,3615,2324,0.7844234079173839
continental,0.7409800681663176,3315,685,2194,0.784412032816773
rabid,0.8675170509163713,7,740,946,0.7843551797040169
crisp,0.7812186704882327,72,3928,3858,0.7843442198030067
freight,0.7916576176542549,2239,1761,3739,0.7841668895426585
logos,0.8371796469992608,28,1514,1908,0.7840670859538784
alphonso,0.8631930114658151,892,79,1217,0.7838948233360723
hon,0.7857500622874367,3268,732,3799,0.7838904974993419
approval,0.7634506367128299,32,3968,3303,0.7838328792007266
smack,0.8275166688273073,75,2095,2501,0.7836865253898441
protest,0.7653726465354384,514,3486,3403,0.7834263884807523
tour,0.7367043245207453,284,3716,2133,0.7834036568213784
fascinating,0.7869369919378909,149,3851,3808,0.7833508403361344
magnifique,0.9579025365399477,19,41,60,0.7833333333333333
sf,0.8310614947038337,281,1700,2349,0.7833120476798637
stem,0.7677780064525261,199,3801,3461,0.7832996243860156
reliable,0.7762836218271676,12,3988,3682,0.7832699619771863
havens,0.8410497698352495,659,778,1781,0.7832678270634476
averaged,0.7847533665454174,77,3923,3801,0.7832149434359379
mechanics,0.7857079158716386,596,3404,3800,0.783157894736842
boot,0.7803997217384885,169,3831,3834,0.7829942618675013
rec,0.8360026784795975,624,1123,2128,0.7828947368421053
trouble,0.7258169025042432,1170,2830,1593,0.7827997489014438
address,0.7267749481688107,1153,2847,1413,0.7827317763623496
cafc,0.9469357517416006,108,3,138,0.782608695652174
hook,0.7676715107056175,909,3091,3482,0.7825962090752441
democratic,0.729846481239807,87,3913,1858,0.7825618945102261
978,0.8167496040221885,81,2789,3030,0.7825082508250825
realization,0.7937766676749938,12,3988,3664,0.7824781659388647
net,0.749517151378936,315,3685,2510,0.7824701195219124
concert,0.762313177641698,674,3326,3290,0.782370820668693
arts,0.7255629190347473,639,3361,1599,0.7823639774859287
inter,0.7908891858590488,430,3570,3737,0.7821782178217822
turncoat,0.9263582680619024,19,127,179,0.7821229050279329
1964,0.7818152866310825,14,3986,3826,0.7820177731312076
clearance,0.8202874240183096,433,2014,2743,0.7819905213270142
locally,0.7882177374065802,44,3956,3755,0.7818908122503329
pauline,0.8171111683798384,46,2656,2920,0.7818493150684932
field,0.7012691274520154,593,3407,742,0.7816711590296496
elaborated,0.8540378442065616,38,1131,1456,0.7815934065934066
concentrated,0.7803606642606926,88,3912,3827,0.7815521296054351
ahd,0.8652660634094713,714,30,943,0.7815482502651113
ver,0.8090629230767523,2911,516,3312,0.7814009661835749
fu,0.8146834597042115,1377,1435,2981,0.7812814491781281
microscopic,0.8324922829054102,26,1889,2278,0.7809482001755926
legislation,0.7552538248172183,418,3582,2795,0.7806797853309482
electricity,0.7621179879344827,223,3777,3323,0.7806199217574481
talon,0.8880468296795918,22,444,587,0.7802385008517888
severity,0.777350480325663,1668,2332,3863,0.7802226249029252
then,0.5938816359617344,918,3082,91,0.7802197802197802
empowered,0.7769096724349701,3036,964,3816,0.7801362683438156
chick,0.8103041521086718,48,3233,3233,0.780080420661924
baking,0.7648128939671236,84,3916,3443,0.7798431600348533
surgical,0.7840049483691997,43,3957,3802,0.7795896896370331
prosecutors,0.7769385876022566,65,3935,3783,0.7795400475812847
going,0.6312294571495439,291,3709,231,0.7792207792207793
unbearable,0.8361551531728736,9,1639,2023,0.7790410281759763
director,0.7070674879239116,125,3875,982,0.7790224032586558
distractions,0.8346524974469318,202,1485,2068,0.7790135396518375
codes,0.7769368617134911,78,3922,3850,0.778961038961039
dispatch,0.7779659934952541,2483,1517,3827,0.7789391168016724
winston,0.7916640542298704,110,3890,3681,0.7788644390111383
also,0.5956859196403572,657,3343,104,0.7788461538461539
peoples,0.7748005053514432,197,3803,3729,0.7784928935371414
clarify,0.8075399130536681,69,3359,3313,0.7784485360700272
threshold,0.7788254289541989,174,3826,3823,0.7784462464033481
invested,0.7754171755219178,1111,2889,3746,0.7784303256807261
shelby,0.8185448456893852,159,2235,2698,0.7783543365455893
outbreak,0.7932802816812924,9,3991,3624,0.7781456953642384
twin,0.7705442294537463,58,3942,3663,0.7777777777777778
moved,0.7074145133662639,635,3365,1021,0.7776689520078355
grip,0.7709711928365722,22,3978,3661,0.7776563780387872
domingo,0.8199763070769605,1409,942,2666,0.777569392348087
enclose,0.800516976303512,3263,484,3430,0.7775510204081633
experience,0.6903780539418948,541,3459,674,0.7774480712166172
accountants,0.835260060184236,72,1531,1977,0.7774405665149215
subjects,0.7248290739773448,1924,2076,1523,0.7774130006565988
breads,0.8522155175291123,17,1145,1451,0.777394900068918
government,0.631703811762968,1562,2438,247,0.7773279352226721
safeguards,0.8397996888916622,31,1371,1737,0.7772020725388601
racers,0.8470850275417869,23,1189,1511,0.7769688947716744
peabody,0.825211760783281,602,1459,2425,0.7769072164948454
ky,0.8168154943350714,148,2345,2773,0.7767760548142806
drab,0.8340954770130738,511,1187,2082,0.776657060518732
russia,0.7360561429098701,572,3428,2287,0.7765631832094447
scout,0.7805942326331302,209,3791,3820,0.7764397905759163
rituals,0.7930244336582631,45,3955,3585,0.7762900976290098
