term,jsd,count_early,count_modern,neighbours,scaled_jsd
pacify,0.6122453388939535,199,264,582,0.09106529209621993
restrict,0.5483595193200863,191,3081,3229,0.09104986063796841
get,0.46967220247348446,235,3765,132,0.09090909090909091
is,0.4672587990620654,1063,2937,22,0.09090909090909091
greece,0.5377718654542658,1054,2946,3819,0.09086148206336737
elbows,0.5430985243628196,138,3862,3613,0.09078328259064489
1794,0.5373599597679372,3797,203,3819,0.09059963341188793
sacrificed,0.5444801566206972,1962,1894,3467,0.0905682145947505
redeem,0.5515915463770131,1447,867,2631,0.09045990117825922
grow,0.5177375731730018,574,3426,1836,0.09041394335511982
sackett,0.6903570684531258,35,110,177,0.0903954802259887
forget,0.5232132351185624,743,3257,2202,0.09037238873751136
samuel,0.5221662090222934,3159,841,2249,0.09026233881725211
cousin,0.5328670235706222,740,3260,3425,0.09021897810218978
grier,0.621174332801624,115,298,522,0.09003831417624521
cows,0.5366488786682421,913,3087,3826,0.08991113434396236
birch,0.5486510259209865,439,2228,2895,0.08981001727115717
capable,0.5262117929050987,1649,2351,2394,0.0898078529657477
wales,0.5426953317763193,1652,2348,3633,0.08945774841728599
doubt,0.5070026784758404,2095,1905,1399,0.08934953538241601
protestant,0.537078162947129,1395,2605,3863,0.08930882733626715
approached,0.532993289893221,517,3483,3282,0.08927483241925654
eels,0.597768511515104,155,520,852,0.0892018779342723
dunn,0.5467926635868667,401,2956,3274,0.08918753817959682
cakes,0.5441568479110906,466,3324,3445,0.08911465892597968
electors,0.543114668617788,3726,274,3525,0.08907801418439716
soul,0.5128443887417697,2223,1777,1608,0.08893034825870647
intimately,0.5480674717935295,1133,1770,3050,0.08885245901639344
brink,0.547716403841271,758,2420,3178,0.08873505349276274
murdering,0.5694368034342036,493,1111,1977,0.08851795649974709
paragraph,0.5365696489508405,2241,1759,3865,0.08848641655886158
introduces,0.547522225964768,471,2464,3064,0.08844647519582245
wounded,0.5283562994935288,1982,2018,2974,0.08843308675184935
wounds,0.5367133425482865,1424,2576,3803,0.08835130160399685
teach,0.5192947079809809,796,3204,2164,0.08826247689463956
pour,0.5322102077297284,1189,2811,3293,0.08806559368357121
invite,0.536454632706101,861,3139,3828,0.08803552769070011
remains,0.51001087059039,844,3156,1534,0.0880052151238592
gown,0.5386503215884934,874,3126,3797,0.08796418224914405
switzerland,0.5390105405079936,779,3221,3733,0.08786498794535226
reverence,0.5410704724374632,2638,1362,3669,0.0877623330607795
geese,0.5493183443637285,375,1963,2655,0.08775894538606403
easiest,0.5432284492085466,429,3208,3396,0.08775029446407538
13th,0.5357247784116204,2799,1201,3750,0.08773333333333333
rested,0.5353168190835983,831,3169,3829,0.08749020632018804
invitation,0.5358830701060515,1079,2921,3819,0.0874574495941346
safest,0.5532572205937534,779,1326,2454,0.08720456397718011
completely,0.5178837401932218,384,3616,1952,0.08709016393442623
taken,0.45552897028976963,2105,1895,402,0.08706467661691543
robinson,0.5312366298051245,818,3182,3328,0.0868389423076923
creates,0.5315550092698395,234,3766,3490,0.08681948424068768
continually,0.5334695774525631,2160,1840,3663,0.08654108654108654
deceived,0.5407739236801438,3276,724,3638,0.0863111599780099
makes,0.45995585495384617,533,3467,662,0.08610271903323263
clouds,0.5293524123078431,853,3147,3129,0.08596995845317992
brought,0.45890576635385943,1736,2264,664,0.0858433734939759
governs,0.5703813685340443,759,716,1832,0.08569868995633188
extending,0.5334895120295206,1707,2293,3723,0.08568358850389471
642,0.5834267908087768,158,610,970,0.08556701030927835
kindness,0.5345380231938839,2573,1427,3816,0.08542976939203355
purple,0.5308356875119806,483,3517,3482,0.08529580700746697
originate,0.5512419630771442,1096,1093,2521,0.0852836176120587
11th,0.5326864752527602,2571,1429,3679,0.0850774667029084
equally,0.5172338305813102,2120,1880,2069,0.08506524891251813
crucified,0.5619125568660182,1096,728,2189,0.08497030607583371
descendant,0.5729407794784007,233,901,1414,0.08486562942008487
capt,0.5189373670045262,3690,310,2341,0.08457923964117899
fails,0.5339851353387991,894,3106,3837,0.08444096950742767
buried,0.5284512431178424,720,3280,3186,0.08443188951663529
expeditiously,0.5916863376568682,477,188,841,0.08442330558858502
avoid,0.5115251650312113,916,3084,1694,0.08441558441558442
dislike,0.5414923862662347,1343,2286,3392,0.08431603773584906
pluck,0.5686312832336379,600,957,1923,0.0842433697347894
retreated,0.5413927642082128,1015,2588,3385,0.08419497784342689
telling,0.5161865633930601,294,3706,2020,0.08415841584158416
seen,0.45561690604763794,789,3211,547,0.08409506398537477
told,0.46006080123598164,601,3399,345,0.08405797101449275
presume,0.5324947811283315,3483,517,3701,0.08403134288030262
mankind,0.5235773811355222,3487,513,2739,0.08360715589631253
cultivate,0.5386952049139633,2238,1762,3613,0.08331026847495156
cavalry,0.5351384874008062,2106,1894,3797,0.0832235975770345
lowest,0.5280983235063138,967,3033,3377,0.08320994965946106
prevented,0.5281611045487715,2637,1363,3192,0.08302005012531329
spend,0.5131435024062179,310,3690,1825,0.08273972602739726
wished,0.519837078926077,2254,1746,2636,0.082701062215478
lesser,0.5334886118673149,830,3170,3849,0.08261886204208885
lads,0.5692500988868276,785,679,1818,0.08250825082508251
murderer,0.5395532144541157,1163,2475,3396,0.08244994110718493
755,0.5875200001263164,150,552,898,0.08240534521158129
pursued,0.528687468741178,2314,1686,3497,0.08235630540463254
seamen,0.5345643218141202,3731,269,3801,0.08234675085503815
suppress,0.5371071045626071,1881,2119,3680,0.08233695652173913
lad,0.5372434390376152,2509,1491,3668,0.08233369683751363
oppose,0.5293789345695877,2328,1672,3527,0.08222285228239297
astray,0.5695269872109207,656,632,1607,0.0821406347230865
stripped,0.5340806387521262,719,3281,3811,0.08213067436368407
approve,0.5298677977796997,2166,1834,3633,0.08202587393338838
richest,0.5390363309359278,1174,2483,3408,0.0818661971830986
onions,0.532078346188527,250,3750,3822,0.08163265306122448
feeble,0.535785966234952,2881,1119,3726,0.08158883521202362
commenced,0.5344449877633696,3304,696,3800,0.08157894736842106
familiarly,0.6213891264039166,226,151,479,0.081419624217119
buy,0.49632587734459316,258,3742,1376,0.08139534883720931
sofa,0.5325499688020583,112,3888,3823,0.08134972534658645
comes,0.4668864268889748,487,3513,901,0.08102108768035517
edifice,0.5683819249667192,665,720,1716,0.08100233100233101
eat,0.5075966621568013,509,3491,1596,0.08082706766917293
weakens,0.5830036181050926,224,540,966,0.08074534161490683
barbarous,0.5424348025913114,2574,254,2995,0.08046744574290485
thinks,0.5153358015937579,840,3160,2178,0.08034894398530762
protects,0.5412792389319302,247,3112,3275,0.08030534351145038
introducing,0.5315216657300764,1161,2839,3823,0.08004185194873137
voyage,0.5289272655638915,2776,1224,3646,0.07981349424026331
flowers,0.5175682240857137,556,3444,2534,0.07971586424625099
waist,0.5312410866941402,213,3787,3743,0.07961528185947102
earn,0.5276846358855909,171,3829,3467,0.07960773002595904
vines,0.5355658617528215,949,3051,3539,0.07940096072336818
rejected,0.5264022000880123,1201,2799,3155,0.07923930269413629
repentance,0.534286977055207,3443,557,3725,0.07919463087248323
maintain,0.5144968636654099,968,3032,2163,0.07905686546463246
anguish,0.534966649546192,2238,1762,3697,0.07844197998377063
iceland,0.5611106563381896,209,1464,2053,0.0784218217243059
rogers,0.5309717036061122,864,3136,3800,0.07842105263157895
francis,0.522847325461554,1867,2133,3069,0.07820136852394917
wickedness,0.5349089826020351,3678,322,3584,0.07784598214285714
claws,0.5391851413834227,289,2670,3076,0.07769830949284785
29th,0.5303566242974146,3547,453,3823,0.0776876798325922
shoulder,0.5126194504700763,223,3777,1920,0.07760416666666667
chin,0.5278331307340148,184,3816,3589,0.07745890220117024
avoided,0.5279688511646501,1365,2635,3604,0.07741398446170922
denied,0.5195605360915654,1337,2663,3024,0.07738095238095238
genoa,0.5677931623606937,812,508,1642,0.07734470158343483
inflict,0.5410374503684034,1181,1097,2599,0.07733743747595229
sees,0.5146049874866957,379,3621,2226,0.07726864330637916
few,0.4530788918400696,890,3110,246,0.07723577235772358
never,0.46254273384695804,998,3002,183,0.07650273224043716
governed,0.5295563173534981,2532,1468,3826,0.07631991636173549
washed,0.5278231872691722,700,3300,3669,0.07631507222676479
enable,0.5177630467893745,2321,1679,2877,0.07612095933263817
christ,0.4733762856364112,2968,1032,1094,0.07586837294332724
throne,0.5278482770297419,2611,1389,3701,0.07565522831667117
bible,0.5233278812368132,915,3085,3199,0.07564864020006253
fulfill,0.5331198231076368,478,3522,3708,0.07551240560949299
nothing,0.4465444605676274,1271,2729,371,0.07547169811320754
baptized,0.5342004981584308,2540,1204,3429,0.0752405949256343
beneath,0.5128986557259665,560,3440,2250,0.07511111111111111
adopt,0.5234849179158122,1654,2346,3335,0.07496251874062969
readily,0.521901246677048,1908,2092,3190,0.07492163009404389
understood,0.5107881562652395,1257,2743,1914,0.07471264367816093
restore,0.5235100630418272,1488,2512,3508,0.07468643101482327
attained,0.5334843237895751,2071,1929,3528,0.07454648526077097
crawled,0.5370153406619733,83,3042,3153,0.07453219156359023
475,0.5521990637657125,390,1448,2201,0.0745115856428896
abandon,0.5285340078772088,1220,2780,3815,0.07444298820445609
immunities,0.5573667554999832,1268,399,2043,0.07440039158100832
withdrew,0.5316453794172177,1336,2664,3724,0.07438238453276047
poet,0.5241452554620497,667,3333,3564,0.07435465768799102
pursue,0.5169915694438353,1639,2361,3005,0.07420965058236273
longest,0.5277009992225344,395,3605,3829,0.0741708017759206
wiser,0.5387874104973787,1091,1280,2683,0.07417070443533358
heard,0.4528332985128941,1151,2849,675,0.07407407407407407
deducted,0.5679571199788985,791,430,1526,0.07404980340760157
flowed,0.5333363691757306,1047,2935,3498,0.0740423098913665
136,0.5317881864215438,1723,2277,3715,0.0740242261103634
delegated,0.5378078984429412,1694,613,2622,0.07398932112890923
devoured,0.5593831829672059,554,938,1852,0.07397408207343413
infer,0.5365536444801481,1557,1111,2896,0.0738950276243094
685,0.5830924265808032,135,550,868,0.07373271889400922
preached,0.5291985486112516,3048,952,3801,0.07366482504604052
shores,0.5307653536419196,1802,2198,3747,0.07365892714171338
refusing,0.5283546162413033,1806,2194,3815,0.07365661861074706
verses,0.5358581616320743,1216,1708,3059,0.07355344883949003
constantly,0.5159642678069639,1441,2559,2733,0.07354555433589462
lived,0.4873745811006393,717,3283,1374,0.0735080058224163
pursuant,0.5303795529039294,3321,679,3756,0.07348242811501597
appear,0.46473617742145884,2083,1917,1009,0.07333994053518335
placed,0.5034116497528022,1174,2826,1681,0.07317073170731707
beget,0.5769525876943806,587,173,961,0.07284079084287201
rector,0.5645529375158769,518,654,1459,0.0726525017135024
carries,0.5211420878641928,790,3210,3426,0.07238762405137186
utmost,0.5214464178490948,3675,325,3235,0.0723338485316847
threw,0.5154625343356979,685,3315,2774,0.07209805335255948
skull,0.5269410402239207,132,3868,3845,0.0717815344603381
vanished,0.5263497913105603,473,3527,3819,0.0717465305053679
discovering,0.5283563314778827,1136,2864,3760,0.07154255319148936
violation,0.5247259850054813,1574,2426,3706,0.0715056664867782
protect,0.5094459904890426,533,3467,1944,0.07150205761316872
wiped,0.5264948041673527,234,3766,3835,0.07144719687092568
ladies,0.5180786440539699,1607,2393,3108,0.07142857142857142
15th,0.5231400825040785,2894,1106,3612,0.07142857142857142
eternal,0.5146497587119624,2949,1051,3039,0.07140506745640013
tails,0.5337705857539063,337,2597,3064,0.07114882506527415
thickness,0.5330300529311434,690,2701,3290,0.07112462006079028
soon,0.442947908986739,1813,2187,549,0.07103825136612021
frighten,0.5586191863111266,423,975,1732,0.0710161662817552
gradually,0.5181441625832544,953,3047,3157,0.07095343680709534
satisfactorily,0.5691508994637289,548,488,1298,0.07087827426810478
compelled,0.5266817267485174,2254,1746,3801,0.07077084977637464
resemble,0.5279786865188206,918,3082,3763,0.07068828062715918
aunt,0.5139367440453722,587,3413,2945,0.07062818336162988
marble,0.5270894418621933,801,3199,3834,0.07042253521126761
easily,0.4939057453595889,1045,2955,1551,0.07027724049000644
vinegar,0.5268135372092506,798,3202,3802,0.07022619673855865
discover,0.5137644055526857,1662,2338,2820,0.07021276595744681
when,0.4765237897953789,866,3134,57,0.07017543859649122
bayonets,0.5629437459486027,859,363,1528,0.0700261780104712
descend,0.5286912185574396,2080,1920,3665,0.069849931787176
jurisdiction,0.5184060580791274,2444,1556,3354,0.06976744186046512
brother,0.47576347985379064,1130,2870,1205,0.06970954356846473
properly,0.510666004880806,1965,2035,2632,0.06952887537993921
486,0.5578965222625925,260,1101,1686,0.0693950177935943
justify,0.518993887273693,1853,2147,3464,0.06928406466512702
believed,0.49950680991574153,1132,2868,1738,0.06904487917146145
if,0.46876759428779813,1263,2737,58,0.06896551724137931
make,0.46728903450152914,1095,2905,116,0.06896551724137931
assert,0.5239942426415448,2063,1937,3835,0.06883963494132986
battalions,0.5321961410785907,2465,638,3140,0.06878980891719745
astonished,0.5286796911973506,2018,1982,3650,0.06876712328767123
drank,0.5221061471416434,993,3007,3728,0.06866952789699571
neater,0.6528377413394304,35,142,219,0.0684931506849315
embraced,0.5260177790800875,1107,2893,3828,0.06844305120167189
cries,0.5250702195187166,1454,2546,3818,0.06836039811419592
await,0.5322402788230308,944,2076,3105,0.06827697262479872
brighter,0.5281498105604993,688,3312,3548,0.06820744081172492
goddess,0.5286584736398332,933,3067,3637,0.06818806708825956
prussian,0.5507103670166694,977,711,2070,0.06811594202898551
1776,0.5237891157032865,3529,471,3800,0.06789473684210526
tallest,0.5517890159797232,70,1484,1920,0.06770833333333333
reconvene,0.6870044026597479,7,125,163,0.06748466257668712
extend,0.5119432536628006,1985,2015,2822,0.0673281360737066
edmund,0.5271006599334851,1832,2168,3654,0.06732348111658457
permitted,0.5144293114647014,2322,1678,3108,0.06724581724581724
deemed,0.5145923623801398,2469,1531,3201,0.06716651046547954
repented,0.5724421435357891,619,124,942,0.06687898089171974
edward,0.507487201288968,1560,2440,2648,0.0668429003021148
ducats,0.6163877556088858,230,79,389,0.06683804627249357
suppose,0.5046939051297326,2628,1372,1859,0.06670252824098978
statues,0.5307352369505435,500,2645,3164,0.06668773704171935
grew,0.5041228720172785,361,3639,1885,0.06631299734748011
requires,0.5052977748867881,967,3033,1964,0.06619144602851323
recollect,0.5221056181699082,3838,162,3829,0.0660746931313659
hates,0.5295711425133315,504,2670,3179,0.0657439446366782
prohibited,0.5212004595319868,1911,2089,3820,0.06570680628272252
le,0.5058460216323747,1905,2095,2633,0.0657045195594379
birds,0.5089162746246092,437,3563,2467,0.06566680178354277
26th,0.5212962509774769,3467,533,3834,0.06546687532603025
effectually,0.5228116468378171,3975,25,3821,0.06542789845590159
broke,0.5057499049192005,851,3149,2203,0.06536541080344985
lettuces,0.6005066595436525,105,292,506,0.06521739130434782
inscription,0.5302007479445888,719,1633,2668,0.06521739130434782
none,0.4702806955479283,1564,2436,1274,0.065149136577708
forsake,0.5309181704548531,1924,266,2522,0.06502775574940524
1681,0.6165421462127058,154,120,354,0.06497175141242938
prayers,0.5189609141231669,1902,2098,3702,0.06482982171799027
staircase,0.5263358170262528,326,3380,3426,0.0647985989492119
excepting,0.5257160428329509,3790,210,3550,0.0647887323943662
finger,0.5082699366988225,262,3738,2755,0.06460980036297641
neck,0.5009994706546662,548,3452,1997,0.06459689534301452
night,0.4504112096674053,670,3330,341,0.06451612903225806
wrested,0.5695665368987961,464,270,932,0.06437768240343347
armies,0.518350801955205,2737,1263,3653,0.06433068710648782
steal,0.5216092305965121,704,3296,3826,0.06429691583899634
behold,0.5182548535810229,3413,587,3657,0.06426032266885426
deeper,0.5131341767082753,323,3677,3216,0.0640547263681592
commu,0.7202326563413878,28,54,94,0.06382978723404255
1825,0.5805820577664008,70,499,723,0.0636237897648686
tell,0.42669994183259036,563,3437,472,0.0635593220338983
possessing,0.5247743176582412,2148,1697,3462,0.0635470826112074
plainly,0.5197368889214401,2944,1056,3824,0.06354602510460251
disciple,0.545516267649907,754,787,1908,0.06341719077568134
receive,0.4577851536446695,2531,1469,1029,0.06316812439261418
purchased,0.5073494851069456,1717,2283,2945,0.06315789473684211
mentioning,0.5246892407218788,2369,1631,3669,0.06295993458708095
ashore,0.52408934244202,1937,1754,3417,0.06292069066432543
conclude,0.5115988061191881,2362,1638,3274,0.06261453879047037
knife,0.5065492849540275,315,3685,3020,0.06258278145695365
stole,0.5192898363933228,977,3023,3836,0.06256517205422316
mouths,0.5208944647473791,1047,2953,3779,0.062450383699391376
stones,0.5127445347699789,1261,2739,3253,0.062403934829388254
priest,0.5102506001254695,1203,2797,3189,0.06240200689871433
suffice,0.5265524438894044,1650,1696,3272,0.06234718826405868
exported,0.5243787525253997,2895,1105,3625,0.062344827586206894
reside,0.5206006117442821,2914,1086,3851,0.06232147494157362
knocked,0.51623980951639,345,3655,3675,0.06231292517006803
assist,0.5085589969770852,1810,2190,3089,0.06215603755260602
bring,0.4413731930749211,1214,2786,805,0.062111801242236024
ils,0.561743158102424,388,500,1112,0.06205035971223022
stamens,0.6140060026827749,38,179,274,0.06204379562043796
starboard,0.552730389017621,232,972,1500,0.062
1784,0.5187007162808651,3806,194,3824,0.06197698744769874
nor,0.43501571749176904,2659,1341,635,0.06141732283464567
cloak,0.5230725102204743,1071,2550,3389,0.06137503688403659
prophet,0.5190382667834464,2302,1698,3849,0.06131462717588984
sown,0.5268355421456417,1965,527,2773,0.06130544536602957
leaves,0.4907020359802398,631,3369,1715,0.061224489795918366
tearing,0.5222351969305703,381,3421,3447,0.061212648680011604
introduce,0.5120750200344628,1323,2677,3488,0.06077981651376147
accused,0.5046238171022936,652,3348,3043,0.06046664475846204
devote,0.5208805890651164,1103,2728,3457,0.06045704367949089
rowed,0.5691760936198597,285,431,910,0.06043956043956044
leg,0.4998153430047043,309,3691,2553,0.060321190755973364
601,0.5601778326530427,167,774,1179,0.06022052586938083
interred,0.5554981151698642,734,289,1279,0.060203283815480846
ankle,0.5175100477439133,28,3972,3823,0.06016217630133403
duchess,0.547867226442304,262,1032,1613,0.06013639181649101
clasped,0.5255781332845305,367,1771,2480,0.06008064516129032
inhabited,0.5216675353145187,1794,2138,3482,0.06002297530155083
occupy,0.520406065264729,1124,2876,3802,0.05996843766438716
erected,0.5178618772937644,2987,1013,3772,0.059915164369035
monastery,0.5251009461002719,273,2173,2742,0.05981035740335521
retained,0.5184162581063239,1641,2359,3835,0.059713168187744456
consisting,0.5137257856645908,2614,1386,3636,0.05968096809680968
dies,0.5166466203922021,1149,2851,3827,0.05957669192579044
occurred,0.5024602983996505,552,3448,2406,0.05943474646716542
appoint,0.5073723953810644,3593,407,3203,0.05931938807368092
sing,0.5020760406943517,1012,2988,3039,0.059230009871668314
contemplate,0.5208632636071134,1919,1936,3466,0.05914598961338719
became,0.43734398080665676,560,3440,795,0.05911949685534591
sermon,0.5147219310548228,2667,1333,3823,0.05911587758304996
giving,0.4627553656662259,1312,2688,1241,0.058823529411764705
admiration,0.5139565624220958,2177,1823,3821,0.05862339701648783
creeks,0.5206970124348985,2442,1309,3434,0.058532323820617356
liveth,0.5732200727853588,514,14,667,0.05847076461769116
trees,0.4706728555760621,750,3250,1490,0.05838926174496644
lips,0.5017169382309378,506,3494,2450,0.05795918367346939
evening,0.46810341528026284,1509,2491,1382,0.05788712011577424
unto,0.4969237769529869,3798,202,2253,0.05770084332001776
week,0.42186312733980114,452,3548,538,0.05762081784386617
bought,0.49466538159526086,493,3507,1945,0.05758354755784062
rome,0.5039775358889119,1804,2196,3109,0.05757478288838855
bishop,0.49905337101287034,1887,2113,2957,0.05749070003381806
surely,0.4992857534536945,1533,2467,2480,0.05725806451612903
95,0.4947273627233247,162,3838,2131,0.05725011731581417
give,0.44408368367275153,1799,2201,297,0.05723905723905724
rode,0.5137943587616963,895,3105,3746,0.057127602776294716
630,0.5391595136764162,211,1100,1630,0.05705521472392638
palace,0.5076760173275002,1036,2964,3489,0.05703640011464603
declaring,0.5138345197772693,2525,1475,3838,0.05680041688379364
punish,0.5130518321264492,2304,1696,3824,0.05674686192468619
marshes,0.5287959789331683,528,1400,2294,0.05666957279860506
serpent,0.523783492598517,1377,1136,2789,0.05665112943707422
gave,0.4258581202702385,1157,2843,671,0.05663189269746647
convicted,0.5098984005881764,1035,2965,3659,0.056572834107679694
puts,0.4968495444480972,403,3597,2653,0.05653976630229928
differed,0.5190029712358082,954,3046,3520,0.05653409090909091
weems,0.6057233126780585,36,201,301,0.05647840531561462
99,0.49885481160635003,329,3671,2862,0.05625436757512229
495,0.5324163638699566,299,1440,2121,0.056105610561056105
325,0.5207344749585234,503,2805,3249,0.056017236072637734
habeas,0.5374250256524715,963,422,1716,0.055944055944055944
imprisonment,0.5190483882345088,2490,1510,3647,0.055936386070743076
lays,0.5157942042901574,1950,2050,3761,0.05583621377293273
confess,0.5104080215185663,2982,1018,3726,0.055823939881910895
were,0.4667945330146845,977,3023,54,0.05555555555555555
belong,0.5002678728208385,1870,2130,3155,0.0554675118858954
395,0.5302727527926161,376,1451,2191,0.0552259242355089
frequently,0.4868090250339689,1596,2404,1833,0.055100927441352976
remain,0.4584738766928773,1584,2416,1289,0.05508145849495733
resurrection,0.5146353392682743,1926,2074,3747,0.05497731518548172
depend,0.4978420164159101,2204,1796,2821,0.054945054945054944
seems,0.4277878028248103,983,3017,821,0.05481120584652863
souls,0.5005957921821241,2541,1459,3243,0.0545790934320074
wander,0.5184444464640305,844,3156,3630,0.05454545454545454
1771,0.5207306057494347,2218,248,2755,0.0544464609800363
prophets,0.5160400785913023,2921,1079,3688,0.05422993492407809
seek,0.4935315043456314,1097,2903,2250,0.05422222222222222
visited,0.4949902382917945,879,3121,2888,0.054016620498614956
peaceably,0.537504829203988,1142,150,1612,0.05397022332506204
begin,0.46139755532178345,734,3266,1412,0.053824362606232294
whereby,0.5105058570004586,2902,1098,3774,0.05378908320084791
seas,0.5113025826933696,2094,1906,3814,0.05374934452018878
complies,0.6054637278430766,75,278,448,0.05357142857142857
regiments,0.5049858721980942,3759,241,3639,0.05331134927177796
seem,0.43750492381807105,846,3154,1014,0.05325443786982249
endured,0.5122049045137401,995,3005,3737,0.053251271073053254
40th,0.5443491384291322,120,933,1317,0.05315110098709187
towards,0.4692837518191389,2624,1376,1582,0.05309734513274336
know,0.45298509729054554,677,3323,132,0.05303030303030303
oftener,0.5397018933512895,1083,28,1381,0.05286024619840695
appears,0.4562986281622163,1943,2057,1249,0.05284227381905524
begins,0.4862754108884033,714,3286,2086,0.052732502396931925
shines,0.5148545343907627,1219,2247,3337,0.05244231345519928
1793,0.5063442946590613,3837,163,3722,0.05239118753358409
worse,0.4850621464762736,659,3341,1929,0.052358735095904614
possess,0.499027685149712,2369,1631,3250,0.052307692307692305
afforded,0.5058596798428835,2687,1313,3824,0.05230125523012552
morning,0.41813588760555,999,3001,671,0.05216095380029806
exceed,0.502601073223564,2456,1544,3624,0.052152317880794705
northeast,0.5083305812369662,219,3781,3829,0.05197179420214155
leaped,0.5149513990579212,304,2448,2949,0.05188199389623601
11,0.4176127715226555,693,3307,559,0.0518783542039356
rejoice,0.5091775791964694,3542,458,3818,0.05185961236249345
expire,0.512839468057981,1782,1087,3029,0.05183228788379003
foxes,0.5311975770867721,241,1094,1660,0.051807228915662654
177,0.5123120692503933,1108,1972,3135,0.05167464114832536
seemed,0.41916324010868145,614,3386,777,0.05148005148005148
eagerly,0.5117625329668385,1218,2782,3572,0.051231802911534154
damnation,0.5285137072122048,1303,426,2115,0.05106382978723404
keeps,0.49320765666295424,404,3596,2723,0.05104663973558575
sword,0.49535161484828616,2140,1860,3195,0.05101721439749609
908,0.5915338864580068,50,321,471,0.050955414012738856
appeared,0.4531010467366428,1546,2454,1264,0.05063291139240506
sailors,0.5080794894202465,1916,2084,3808,0.05042016806722689
sunday,0.4682356540260815,464,3536,1609,0.05034182722187694
hears,0.504097246789,608,3392,3834,0.05033907146583203
vi,0.4984975508793613,2636,1364,3502,0.049971444888635065
preclude,0.5205021808838786,770,1226,2362,0.04995766299745978
eats,0.5109317829760195,315,3643,3491,0.04984245201947866
lose,0.47759100953844535,732,3268,1836,0.049564270152505446
descendants,0.5083546874390472,1109,2891,3599,0.04945818282856349
wholly,0.4964436625279671,2950,1050,3397,0.04945540182513983
gained,0.48940619773652316,1172,2828,2992,0.04913101604278075
expel,0.5257412304318398,715,667,1714,0.049008168028004666
finest,0.5036710986828264,1056,2944,3818,0.04897852278679937
que,0.4963263631369741,580,3420,3433,0.04893678997960967
louder,0.5073605321024638,283,3717,3763,0.04889715652404996
col,0.48955500024029197,3408,592,2741,0.048887267420649395
sufficiently,0.4961934148854835,2644,1356,3393,0.04862953138815208
saint,0.4947053137099133,752,3248,3335,0.048575712143928036
2600,0.5823682776921698,58,348,517,0.048355899419729204
diminish,0.5079881183261342,1708,2292,3662,0.04833424358274167
curtains,0.5075248752334948,370,3630,3717,0.048157115953726126
stalks,0.5099487520645068,634,2113,2949,0.04815191590369617
declare,0.4925151734530755,3041,959,3200,0.048125
acquire,0.49639242801057126,1406,2594,3663,0.04804804804804805
regained,0.5113563241353337,308,1729,2404,0.0478369384359401
knows,0.45370317086949224,600,3400,1427,0.04765241765942537
palaces,0.5253272779735466,593,1052,2018,0.04757185332011893
chimney,0.5077399974618352,1441,1847,3238,0.04756022235948116
occur,0.4846575166610396,648,3352,2650,0.047547169811320754
legislature,0.48149111425037333,2935,1065,2105,0.047505938242280284
faster,0.48935296329177974,140,3860,2804,0.04743223965763196
withdraw,0.5009068998191063,1752,2248,3822,0.04735740450026164
fourths,0.5159330391961581,1089,849,2302,0.0473501303214596
customarily,0.569468362728549,39,402,550,0.04727272727272727
preserving,0.500940761704408,1703,2297,3840,0.047135416666666666
partake,0.5083319424527888,1978,626,2851,0.04700105226236408
isle,0.5065644413453996,2063,1567,3392,0.046875
nights,0.4850352873419453,378,3622,3039,0.046725896676538335
bones,0.48490917267851813,570,3430,2956,0.04668470906630582
152,0.5050229986525945,1362,2464,3457,0.04657217240381834
incurred,0.5040438654959352,2966,1034,3737,0.046561412898046564
fingers,0.48099100656560845,147,3853,2109,0.046467520151730675
betray,0.5062851276289462,2125,1422,3368,0.04631828978622328
arrives,0.49849907107635844,995,3005,3861,0.0461020461020461
imperfectly,0.5420263378411578,503,324,1042,0.046065259117082535
despise,0.5057486058704375,2746,774,3351,0.04595643091614444
unless,0.45129413775699784,1980,2020,1421,0.04574243490499648
consists,0.4930340793445663,1615,2385,3433,0.04573259539761142
berries,0.5042117292430135,623,3377,3580,0.04553072625698324
intestines,0.5234323352452318,701,788,1849,0.04542996214169821
sits,0.4846572752695906,235,3765,2863,0.045406915822563745
cheek,0.4937505804400031,611,3389,3525,0.04539007092198582
doubted,0.5032212993872403,2252,1748,3814,0.045359202936549554
sisters,0.48793715415923555,625,3375,3111,0.04532304725168756
arrive,0.48377970119909747,1501,2499,2943,0.04519198097179748
wherever,0.4930377312352169,1345,2655,3564,0.04517396184062851
punishments,0.5057103719371387,2258,1110,3282,0.04509445460085314
owe,0.49754000193657566,1909,2091,3763,0.04491097528567632
1768,0.502762511781234,1981,185,2498,0.04483586869495596
fewer,0.48127329242597283,208,3792,2633,0.04481579946828713
monarchy,0.5039257480811838,2734,1266,3709,0.044755998921542195
whenever,0.4844745661985559,1520,2480,2482,0.04472199838839645
gaining,0.49609908244348455,751,3249,3857,0.04459424423126782
depends,0.4833155810657029,1152,2848,2988,0.044511378848728245
681,0.5492664376452333,102,501,766,0.044386422976501305
grandfather,0.489560036936784,239,3761,3318,0.04430379746835443
entirely,0.47102299117443375,1585,2415,1946,0.044193216855087356
march,0.4033348920513288,1965,2035,817,0.044063647490820076
jenkins,0.5038135787029256,661,3339,3643,0.043919846280538015
accompany,0.49520265183284873,2002,1998,3848,0.04391891891891892
sins,0.4923946887771031,2905,1095,3581,0.043842502094387045
render,0.47894662529461157,3525,475,2556,0.04381846635367762
