term,jsd,count_legal,count_popular,neighbours,scaled_jsd
census,0.5101295999816877,681,232,3785,0.32179656538969614
purposes,0.402398439778438,1881,2119,1182,0.3206429780033841
regulated,0.44459199300545893,1023,1603,3706,0.3202914193200216
ambassadors,0.48834913871826235,375,913,4167,0.31845452363810894
formed,0.4021944067933984,724,3276,1135,0.31718061674008813
now,0.4040980580201897,584,3416,101,0.31683168316831684
arming,0.5161113268717263,487,314,3545,0.3165021156558533
consist,0.41964728166966236,1515,2485,2753,0.316382128586996
election,0.4108520844715631,1255,2745,1582,0.31605562579013907
crime,0.4164805207943516,763,3237,2173,0.31569259088817303
breach,0.4237594410965964,1792,2208,2994,0.3152972611890448
useful,0.4079416997904596,456,3544,1464,0.31489071038251365
disorderly,0.49735673010417136,342,736,4001,0.31317170707323166
impartial,0.4403638581383763,465,2276,3645,0.31165980795610426
privilege,0.41509417186192693,1155,2845,2398,0.31067556296914095
punishments,0.45533550213211615,240,1782,4053,0.308906982482112
naturalization,0.5134263639605511,586,201,3508,0.30843785632839227
repassed,0.6952709002828782,15,66,425,0.30823529411764705
nothing,0.40300880550185864,494,3506,381,0.30708661417322836
punish,0.4334528091411601,652,2511,3432,0.3068181818181818
danger,0.4013363952189623,707,3293,920,0.3065217391304348
buildings,0.4154483200707786,1414,2586,2613,0.3061615001913509
faithfully,0.43369545456653247,1035,2076,3458,0.305668016194332
think,0.4054798018352468,773,3227,321,0.3052959501557632
tranquility,0.42813012743570356,470,3021,3260,0.3042944785276074
adoption,0.4493354370898868,985,1200,3978,0.30417295123177474
particular,0.39839088798340966,908,3092,619,0.3037156704361874
quartered,0.5238832241574172,158,474,3080,0.30064935064935067
preference,0.44274547446807216,731,1695,3833,0.29793895121314895
well,0.40522739623869447,520,3480,141,0.2978723404255319
posterity,0.4150622776126606,285,3715,2831,0.29777463793712466
office,0.400151969712102,2252,1748,441,0.29705215419501135
thereby,0.40609290121994124,1261,2739,1628,0.2966830466830467
new hampshire,0.40763091674701835,2447,1553,1994,0.29638916750250754
nations,0.39732200395717704,1080,2920,645,0.2961240310077519
proportion,0.39741554004982715,1572,2428,1068,0.2949438202247191
accused,0.440927924769962,413,2005,3838,0.29233976029181863
during,0.40041862407333334,1294,2706,572,0.291958041958042
published,0.40429224832425614,529,3471,1583,0.2912192040429564
information,0.39682855246932747,1677,2323,1077,0.2906220984215413
support,0.39572674691639137,1103,2897,695,0.2892086330935252
defense,0.39595773405190576,1378,2622,1180,0.2889830508474576
hundred,0.40260346264242,2354,1646,284,0.2887323943661972
emoluments,0.4821419702657383,738,464,4112,0.28866731517509725
obligation,0.4098765179722731,1358,2642,2565,0.2884990253411306
exceed,0.4098634948085448,2039,1961,2652,0.28846153846153844
judges,0.3976748410428651,1791,2209,1338,0.28774289985052315
supported,0.4073520068589687,855,3145,2054,0.28773125608568645
more,0.4166676243991262,618,3382,80,0.2875
safety,0.4000784793473687,975,3025,1451,0.28738800827015853
equal,0.39427208499806243,1187,2813,796,0.2864321608040201
money,0.40242769199645556,1937,2063,318,0.2861635220125786
emolument,0.4963384168240798,256,644,3764,0.28480340063761955
assistance,0.4026728652212684,465,3535,1615,0.28421052631578947
unreasonable,0.4432890686708715,424,1662,4025,0.2809937888198758
bribery,0.5205552291706577,191,382,2832,0.2800141242937853
only,0.39817622884606685,666,3334,104,0.27884615384615385
agreement,0.40735713334390083,1476,2524,2545,0.2785854616895874
invaded,0.4741538894611098,241,1014,4166,0.27796447431589055
paid,0.3979653928127526,2170,1830,367,0.27520435967302453
time,0.4148445685907437,1212,2788,80,0.275
forts,0.4592633961128964,551,985,4203,0.27456578634308826
answer,0.3911746811488968,898,3102,623,0.27287319422150885
new jersey,0.3967641768382063,1993,2007,1455,0.27079037800687283
numerous,0.4011762321688757,409,3591,1877,0.27064464571124136
imposed,0.40733355758413675,1557,2443,2822,0.26966690290574064
most,0.38843112312229083,425,3575,104,0.2692307692307692
disability,0.5074330807837903,569,94,3174,0.2684310018903592
prior,0.4350793406628352,1096,1141,3955,0.2672566371681416
had,0.4210214732168577,671,3329,45,0.26666666666666666
obliged,0.39185607268490086,768,3232,951,0.26603575184016826
extend,0.3995664037634466,1802,2198,1936,0.26394628099173556
erection,0.5219935260499577,244,273,2612,0.26378254211332314
declaring,0.4112561563857864,1432,2360,3119,0.26162231484450144
vessels,0.3880914410245898,1270,2730,723,0.26141078838174275
maintain,0.4003629144793099,1048,2952,2219,0.2609283461018477
is,0.4808620436594627,753,3247,23,0.2608695652173913
class,0.40294196091894274,1146,2854,2583,0.2605497483546264
control,0.4112422931369669,1147,2541,3172,0.25851197982345525
maritime,0.45149363021589395,727,837,4205,0.2568370986920333
deem,0.43515944213811447,1050,1014,4037,0.2566262075798861
america,0.3920327189986015,798,3202,441,0.2562358276643991
compact,0.4318388108077613,749,1465,3962,0.25593134780413934
established,0.38602629052467413,1035,2965,1141,0.25503943908851884
accusation,0.46005415519496884,150,1218,4177,0.25448886760833134
suffrage,0.4812677085648431,498,504,3920,0.2543367346938776
treasury,0.38477361900414886,3324,676,796,0.2537688442211055
arising,0.3966719054012672,2044,1956,2046,0.2512218963831867
defend,0.3973732936783161,907,3093,2319,0.25053902544200085
members,0.3816202021639053,1645,2355,660,0.25
classes,0.43097667846191534,575,1565,3990,0.24686716791979949
claiming,0.4473338173365871,1009,535,4203,0.24601475136807044
foreign,0.376216061057147,2062,1938,744,0.24193548387096775
judicial,0.3989786747236147,2600,1400,2814,0.24093816631130063
purpose,0.3855898890701925,1420,2580,468,0.23931623931623933
lands,0.3823909873289881,2299,1701,511,0.23874755381604695
originate,0.47977222597563923,310,586,3756,0.23588924387646432
armies,0.3951335842760663,735,3265,2608,0.23542944785276074
engage,0.3960078500148597,687,3313,2773,0.23440317345834835
place,0.39987377693628595,1011,2989,201,0.23383084577114427
dispose,0.40522102062027254,1117,2542,3194,0.2332498434564809
appointment,0.38701150563828457,2161,1839,1787,0.23223279238947958
grants,0.402834544830553,2008,1767,3128,0.2311381074168798
recommend,0.39301185790455034,874,3126,2566,0.23070927513639908
secure,0.3812669891128485,983,3017,1548,0.2280361757105943
privileges,0.3848682665741609,1115,2885,1702,0.22796709753231492
attained,0.4315842586236503,242,1604,4112,0.22738326848249027
prescribed,0.39886526857793675,2051,1928,3043,0.22674991784423265
articles,0.3756558801390359,1758,2242,831,0.2250300842358604
sufficient,0.37198195182062477,1421,2579,640,0.225
warrants,0.4040770364804136,2747,795,3244,0.22318125770653513
approve,0.40520878500398383,991,2413,3309,0.22272589906316106
ships,0.37168964579300695,995,3005,1141,0.22173531989482909
apportioned,0.48655482327824146,602,104,3294,0.2204007285974499
magazines,0.4624119405031774,515,555,3993,0.2198847983971951
property,0.37558357344031157,1441,2559,554,0.2184115523465704
relating,0.38890885920086304,1793,2207,2847,0.2146118721461187
piracies,0.5458151429207911,177,131,1624,0.21428571428571427
whatever,0.36962238092540467,854,3146,902,0.2139689578713969
writs,0.40711070611606937,2111,771,3576,0.2139261744966443
particularly,0.36859091542282596,705,3295,1011,0.21364985163204747
insurrections,0.4846444998958617,228,452,3213,0.21070650482415187
consent,0.36681749652922385,1525,2475,1201,0.21065778517901748
impeachment,0.4134207818705509,1554,800,3888,0.20987654320987653
period,0.36773548364866465,806,3194,1314,0.20928462709284626
against,0.38594549856313315,854,3146,158,0.2088607594936709
with,0.4708131306046904,623,3377,24,0.20833333333333334
purchased,0.38152760366084193,1519,2481,2433,0.2059186189889026
without,0.3856957701545993,823,3177,136,0.20588235294117646
officer,0.36425492864145237,2462,1538,698,0.20487106017191978
intents,0.4172557883640208,1551,478,4046,0.20439940682155214
inventors,0.5953969615336292,40,114,815,0.20368098159509201
solemnly,0.4103608038017948,581,1853,3824,0.20319037656903766
accept,0.38040779822583237,1227,2773,2565,0.19922027290448344
presentment,0.49305650144630947,369,151,2622,0.19908466819221968
respect,0.3632391699759864,879,3121,646,0.19659442724458204
third,0.36010394984238575,1551,2449,701,0.19543509272467904
jury,0.37328752545025085,2246,1754,1835,0.19400544959128066
granting,0.37899810150783864,2664,1336,2638,0.19332827899924185
offenses,0.39274848619754993,1551,1967,3254,0.19330055316533498
commerce,0.36132777736945465,1478,2522,984,0.19308943089430894
take,0.3854761582475034,1046,2954,197,0.19289340101522842
quorum,0.4298493868471803,853,635,4212,0.1915954415954416
are,0.4643341349182374,706,3294,42,0.19047619047619047
taxes,0.3606163687038753,2482,1518,1126,0.1891651865008881
speaker,0.3743229511342858,1936,2064,2303,0.18801563178462874
determine,0.3680962668895944,1604,2396,1721,0.18710052295177224
except,0.35826335675206894,1435,2565,815,0.18650306748466258
erected,0.37473222938203943,649,3351,2364,0.18612521150592218
migration,0.5157404538330638,169,192,1890,0.18412698412698414
deny,0.3739246328339922,374,3626,2382,0.1834592779177162
appointments,0.4232684705364189,896,659,4203,0.18320247442303117
questioned,0.4500655919485987,191,827,3938,0.1828339258506856
counterfeiting,0.47414043692319213,401,253,3150,0.18253968253968253
majority,0.36714593742939994,2135,1865,1761,0.18228279386712096
produce,0.35688108197552093,1091,2909,981,0.18144750254842
securities,0.40044026676596056,1775,725,3773,0.18075801749271136
giving,0.35834986455020595,1312,2688,1026,0.18031189083820662
appropriation,0.40640648672931,1707,473,3984,0.1794678714859438
revenue,0.36574015947583305,2320,1680,1750,0.17942857142857144
ability,0.39031570392127357,929,2273,3409,0.17893810501613377
senate,0.35419703259287466,3036,964,695,0.17841726618705037
department,0.3609445646606388,2859,1141,1547,0.1777634130575307
prescribe,0.45219403731765073,251,681,3830,0.17754569190600522
become,0.3541874054278707,817,3183,695,0.17697841726618704
taken,0.3756850593627117,1233,2767,232,0.17672413793103448
given,0.36855187678011453,1174,2826,280,0.175
compulsory,0.5606955454369243,73,99,909,0.17491749174917492
establish,0.3655530091445475,1458,2542,2019,0.1748390292223873
vote,0.36060110060099015,2646,1354,1582,0.17446270543615677
proposed,0.35451976399915586,1823,2177,955,0.17382198952879582
remain,0.35628550575583706,1281,2719,1105,0.17375565610859728
republican,0.3879193221148459,801,2272,3465,0.1722943722943723
tempore,0.5531875501197533,122,88,1110,0.17117117117117117
excepting,0.3910163468396568,1261,1629,3574,0.17095691102406269
occasions,0.36750484632237684,563,3437,2283,0.17082785808147175
voting,0.4351373703261811,632,559,4111,0.17076137192897106
bill,0.3602356393970031,3026,974,457,0.17067833698030635
consequence,0.35296602933114185,840,3160,816,0.17034313725490197
contracts,0.4055280464038339,977,1093,4035,0.17026022304832714
electors,0.38682379759913166,1186,1923,3456,0.16984953703703703
proper,0.3602620815535111,1472,2528,386,0.16839378238341968
representative,0.38222898218817397,1526,1855,3308,0.16686819830713423
actual,0.3720175767438683,1466,2534,2942,0.16485384092454114
declare,0.35904542283746543,1046,2954,1687,0.16478956727919383
forces,0.36643670560175545,1106,2894,2612,0.16424196018376722
according,0.3586992563450012,1626,2374,451,0.164079822616408
expedient,0.36577615213142345,1790,2210,2584,0.163312693498452
regulate,0.3726068756304584,2133,1824,3048,0.16305774278215224
district,0.3530672046734026,2324,1676,1381,0.16292541636495295
member,0.3529625942524819,1838,2162,1396,0.16260744985673353
congress,0.37849985706988026,3074,926,161,0.16149068322981366
departments,0.38147205809954543,1836,1377,3401,0.16142311084975008
admitted,0.3570729828174303,1546,2454,1617,0.1614100185528757
importation,0.3780412930107045,1371,2113,3264,0.16053921568627452
invasion,0.39457947674525085,864,1519,3869,0.1597311966916516
authorized,0.350432672066199,3162,838,1297,0.15959907478797225
suppress,0.41215781169986604,366,1265,4179,0.1588896865278775
indictment,0.41844186603341427,264,1153,4189,0.1575555025065648
disqualification,0.5247306400295981,173,98,1426,0.1570827489481066
levying,0.4165686643236423,812,658,4209,0.15704442860536943
years,0.36337106672426184,861,3139,243,0.15637860082304528
was,0.4380890236652373,838,3162,32,0.15625
convened,0.41265044504993653,642,919,4205,0.15600475624256838
existing,0.3809838408216491,1411,1637,3482,0.155944859276278
engagements,0.3863409014659307,865,1786,3691,0.15551341099972907
make,0.3731343523778637,1136,2864,148,0.1554054054054054
should,0.3806651428994291,747,3253,84,0.15476190476190477
facto,0.4816343623511897,214,258,2417,0.15473727761688044
publish,0.38742891324460743,525,2000,3756,0.1530883919062833
peaceably,0.43850312317315765,190,773,3880,0.15283505154639176
disparage,0.6354991893293199,20,47,349,0.1518624641833811
troops,0.3478973216571827,1162,2838,872,0.15022935779816513
treason,0.36737228487935175,1399,2413,3111,0.14914818386370943
compel,0.3904599282786648,947,1361,3923,0.14912057099158807
limitations,0.44224305809950565,499,370,3703,0.14798811774237106
throughout,0.3587570761975922,841,3159,2433,0.1467324290998767
adjournment,0.39032141199217757,1304,973,3940,0.1467005076142132
cannot,0.3544947275015719,757,3243,301,0.1461794019933555
excluding,0.4661218836702118,167,368,2686,0.14556962025316456
actually,0.3586184254902828,846,3154,2454,0.14466177669111654
originated,0.41763294793642053,361,920,4169,0.1443991364835692
tonnage,0.3868675708644284,1720,588,3923,0.14402243181238847
including,0.36450031697736945,2029,1942,3048,0.1437007874015748
exclusive,0.3673426041344525,1601,2065,3187,0.14276749294006902
elections,0.3718620817861956,1241,2123,3319,0.14251280506176559
until,0.3449016104520246,1849,2151,604,0.1423841059602649
proposing,0.4353298503002427,423,507,3826,0.14192368008363826
different,0.34716002417881964,756,3244,543,0.141804788213628
reexamined,0.640546382304678,14,27,212,0.14150943396226415
included,0.3724557032540025,1433,1778,3400,0.14058823529411765
guarantee,0.4403050919547905,396,446,3651,0.14050944946589974
among,0.3524451495837348,428,3572,293,0.13993174061433447
executing,0.3933333168942633,975,1011,4069,0.13983779798476284
imminent,0.44758599693451634,166,580,3402,0.13962375073486186
fact,0.34751271068024564,837,3163,1464,0.13934426229508196
penalties,0.3587515362765345,2805,1195,2847,0.13874253600280997
citizens,0.3375395362227822,1326,2674,700,0.13857142857142857
highest,0.3491080160904771,451,3549,1682,0.13852556480380498
vacancies,0.4181401301418455,793,417,4128,0.1371124031007752
pennsylvania,0.33717507290214643,1605,2395,679,0.13696612665684832
vacated,0.4842447539803889,219,178,2069,0.1333977767037216
reconsider,0.4805090733431486,295,113,2128,0.13298872180451127
respecting,0.34075309029058287,1661,2339,1333,0.13278319579894973
admiralty,0.36091807489713607,1972,1790,3137,0.1322919987248964
government,0.3625086209154764,1485,2515,197,0.1319796954314721
transmit,0.369410444037248,1734,1422,3441,0.13193839000290614
states,0.3482043295112571,2628,1372,319,0.13166144200626959
belonging,0.3409152668713668,1472,2528,1066,0.13133208255159476
commander,0.34213006886088304,2017,1983,1587,0.13043478260869565
prosecutions,0.43136086314046734,417,460,3717,0.1296744686575195
neither,0.33584751119158,411,3589,769,0.12873862158647595
corpus,0.42843870371763126,523,395,3800,0.12710526315789475
controversies,0.420545339238669,472,611,4011,0.12665170780354026
mode,0.3385274788241167,1620,2380,1384,0.12572254335260116
territory,0.34789360439524775,2439,1561,1937,0.1254517294785751
obtaining,0.3537669302011446,1468,2532,2951,0.12368688580142324
payment,0.3340367504748573,2480,1520,817,0.12362301101591187
inflicted,0.3932306350358267,259,1469,4159,0.1235874008175042
when,0.3870039150223125,548,3452,74,0.12162162162162163
between,0.34551368433452717,1044,2956,281,0.12099644128113879
provide,0.34665199663768304,2198,1802,1904,0.1207983193277311
previously,0.364940401798649,964,1992,3547,0.11953763744009022
grievances,0.37260459231077203,349,2023,3876,0.11842105263157894
disapproved,0.4537252969316393,201,351,2751,0.11813885859687387
yeas,0.34908172609051863,3473,527,2815,0.1172291296625222
attainder,0.45814279102457456,308,184,2505,0.11656686626746507
invasions,0.4522744555624937,228,328,2768,0.11560693641618497
capitation,0.5551167282298884,99,42,741,0.11470985155195682
equally,0.3321889491438717,819,3181,1235,0.11417004048582996
stated,0.34083212434744986,1837,2163,2163,0.11373092926490985
fourth,0.336287635239375,1221,2779,1611,0.11359404096834265
measures,0.3313274288711089,1299,2701,999,0.11311311311311312
subsequent,0.3587502723976608,1243,2023,3370,0.11275964391691394
assemble,0.3846155032965401,522,1251,4142,0.1122646064703042
reprisal,0.4754652120642707,229,146,1960,0.11224489795918367
fines,0.3521176704030473,2821,883,3154,0.11065313887127458
signed,0.3358019820849762,1783,2217,1741,0.1102814474439977
repel,0.4027468527281184,391,874,4162,0.10956271023546373
sundays,0.45821429391737345,137,316,2332,0.10891938250428816
voted,0.35708333924364216,1578,1729,3357,0.1087280309800417
cession,0.41151275119128705,819,290,4036,0.10777998017839445
give,0.3500889827105388,1006,2994,224,0.10714285714285714
navy,0.3468612791518355,2104,1896,2942,0.10673011556764106
article,0.32953162643869494,1813,2187,902,0.10643015521064302
delegated,0.39736523518243544,572,741,4170,0.10551558752997602
commissions,0.35903015313350545,1311,1435,3643,0.10458413395553115
public use,0.4803207589305271,197,141,1772,0.1044018058690745
votes,0.3379563320284018,2346,1654,2294,0.1028770706190061
concur,0.36568614975875213,1021,1211,3956,0.10262891809908999
representatives,0.3234706461782729,2351,1649,762,0.10236220472440945
eligible,0.3815068929373303,634,1054,4162,0.1023546371936569
define,0.43455102547358937,271,360,3073,0.10022779043280182
revision,0.4208469791260408,488,310,3539,0.09946312517660356
whenever,0.33262149894366866,1371,2629,2130,0.09718309859154929
appropriations,0.3659264469038822,1736,316,4036,0.09638255698711595
militia,0.3229075004270044,2352,1648,1159,0.09404659188955997
have,0.41005357775125856,773,3227,43,0.09302325581395349
legislation,0.37013415991875664,632,1118,4153,0.08885143269925355
rights,0.31712403378647613,1136,2864,760,0.0881578947368421
reconsideration,0.4680947237777237,220,100,1680,0.0880952380952381
convention,0.3198795609734419,2041,1959,1142,0.08756567425569177
appointed,0.3298525045868951,2494,1506,424,0.08726415094339622
compelled,0.33679177356287404,924,3038,3048,0.08628608923884515
dollars,0.32411899493836216,2558,1442,486,0.08436213991769548
will,0.37745592916627924,617,3383,48,0.08333333333333333
preserve,0.32558477749453985,620,3380,1939,0.08251676121712223
consuls,0.35471597451759684,1503,677,3984,0.0823293172690763
regulation,0.3392760218018979,1975,1657,3212,0.0821917808219178
securing,0.34604975732409116,1160,1879,3486,0.08204245553643144
executive,0.31748750605922726,2489,1511,1274,0.08084772370486656
seven,0.31708576189038035,2036,1964,651,0.07987711213517665
carrying,0.3205976020323891,1490,2510,1868,0.07815845824411134
habeas,0.4044180412651423,514,322,3631,0.07435968052877995
redress,0.3403290553058806,765,2310,3463,0.07421311002021369
opinion,0.32055084212917667,1469,2531,540,0.07407407407407407
abridging,0.49319190585777944,59,99,835,0.07305389221556886
fifth,0.3202059769426815,1259,2741,2206,0.07298277425203989
miles,0.3112208817574033,462,3538,756,0.07275132275132275
construed,0.3529698159667167,1078,835,4093,0.0718299535792817
amendments,0.31890903500450146,3212,788,2163,0.07165973185390662
captures,0.39206998114075536,607,435,3970,0.07128463476070529
diminished,0.35916322503593817,352,1341,4161,0.07089641913001682
prevent,0.31189405611149784,1368,2632,840,0.07023809523809524
require,0.31415275306608215,1521,2479,1359,0.06990434142752024
organizing,0.43402857012250073,298,130,2221,0.06933813597478614
officers,0.32083464983177573,2130,1870,424,0.06839622641509434
happen,0.31761363179521795,1709,2291,2035,0.0683046683046683
impeachments,0.4286414765656564,270,211,2452,0.06810766721044045
jeopardy,0.4810463348366543,67,128,1028,0.06809338521400778
session,0.3158985703982311,2785,1215,1655,0.06767371601208459
probable,0.3174689707360839,837,3163,2186,0.06724611161939616
jurisdiction,0.3172233902756597,1538,2462,2159,0.06623436776285317
requisite,0.3243708765767459,1166,2692,3092,0.06597671410090557
exports,0.3528064981403328,755,1042,4136,0.06552224371373308
prohibited,0.34327979513447343,922,1450,3876,0.0652734778121775
welfare,0.31882863015273194,924,3076,2564,0.06513260530421217
two,0.3423920544196727,1195,2805,93,0.06451612903225806
ascertained,0.3294992039682139,1640,1825,3273,0.06446684998472349
not,0.38848171058115233,857,3143,32,0.0625
monday,0.3121404474053503,1614,2386,1426,0.06241234221598878
reconsidered,0.4590414355412617,186,73,1363,0.061628760088041086
impairing,0.4720849080332463,90,110,1060,0.06132075471698113
disciplining,0.4664693913273004,147,68,1133,0.06001765225066196
violated,0.34682249946218763,504,1384,4107,0.05989773557341125
ballot,0.34601511935246776,1107,799,4098,0.05905319668130796
felony,0.3474777967787941,1253,569,4120,0.05849514563106796
attainted,0.41959479741873407,314,160,2426,0.057708161582852434
reserving,0.3977623370892949,315,374,3239,0.057116393948749615
seizures,0.44931975247110273,126,166,1544,0.056347150259067356
objections,0.31441463011439447,1600,2400,2525,0.05623762376237624
appoint,0.30804073852351876,2841,1159,1495,0.05551839464882943
informed,0.3054977337574928,911,3089,998,0.0531062124248497
necessary,0.31258453401688147,1379,2621,306,0.05228758169934641
senators,0.32554876059824117,1451,1401,3593,0.0520456443083774
expenditures,0.35140724216298225,992,447,4198,0.05145307289185326
debts,0.3058757380480953,2482,1518,1143,0.05074365704286964
propose,0.3163698545657517,1097,2720,3107,0.04956549726424203
misdemeanors,0.41090203792053454,262,230,2505,0.04950099800399202
immunities,0.3606234922257028,555,564,4042,0.04948045522018803
conventions,0.35262859871238816,838,487,4174,0.048394825107810256
ten,0.3018329235118708,1391,2609,625,0.048
affirmation,0.3196285398475759,2481,952,3294,0.04705525197328476
ratification,0.3384064334985682,1056,708,4149,0.04651723306820921
but,0.37727378401511075,480,3520,43,0.046511627906976744
adjourn,0.34299853970772715,1076,559,4175,0.04598802395209581
protect,0.31619557335386667,873,2799,3180,0.045283018867924525
constitute,0.3252522389909931,583,1824,3845,0.04447334200260078
ratifying,0.42999334562458086,207,132,1777,0.04445694991558807
nine,0.3005778434660332,1792,2208,1245,0.04417670682730924
senator,0.35753419291177435,631,510,4052,0.04417571569595262
tribunals,0.37621503179174526,408,391,3541,0.0437729454956227
insure,0.3630134079181941,297,614,3780,0.0417989417989418
domestic violence,0.5157353517843212,54,33,455,0.041758241758241756
bills,0.29643422476746806,2732,1268,1017,0.04129793510324484
statement,0.323304057364709,1397,1001,3858,0.040694660445826855
absolutely,0.30104858612903973,687,3313,2273,0.039595248570171576
clauses,0.3505964776920035,740,402,4055,0.03822441430332922
certificates,0.29707222741684475,2287,1713,1677,0.0381633870005963
if,0.36014161746359125,1136,2864,53,0.03773584905660377
respective,0.29301470287005116,1697,2303,1330,0.03609022556390978
deprived,0.3023967567704955,660,3340,2852,0.03576437587657784
convicted,0.3188159126732097,754,1583,3896,0.03516427104722793
devolve,0.4446069972460397,96,123,1154,0.03466204506065858
greatest,0.2909384668371254,296,3704,871,0.03444316877152698
three,0.3092436118462247,1299,2701,208,0.03365384615384615
respectively,0.2951192580492091,2294,1706,2236,0.03309481216457961
president,0.294280492524642,2431,1569,542,0.03136531365313653
confronted,0.44902171971467003,43,105,781,0.030729833546734954
regulations,0.2943342989235078,2119,1881,2093,0.030578117534639272
been,0.35470296384756117,1011,2989,66,0.030303030303030304
exported,0.30994232130757227,1384,1110,3775,0.02966887417218543
united states,0.295402534947468,2563,1437,207,0.028985507246376812
elected,0.29101547566299546,1701,2299,2505,0.02874251497005988
arsenals,0.4120997519597389,214,73,1515,0.02838283828382838
eight,0.2814049510810018,1649,2351,885,0.02824858757062147
ports,0.29262269502381066,1833,2167,1997,0.028042063094641963
unless,0.2764621819189017,1493,2507,872,0.027522935779816515
imposts,0.340955228760677,599,370,3891,0.024929324081213056
infringed,0.39097896239137897,122,272,2057,0.024793388429752067
admit,0.2849324523989633,1200,2800,1793,0.024539877300613498
sixth,0.28883964523888317,1262,2738,2815,0.024156305506216696
convene,0.36700730658043257,266,260,2649,0.023027557568893922
promote,0.285384213054515,674,3326,2057,0.022848808945065628
legislature,0.26696845200992675,2114,1886,895,0.0223463687150838
ratified,0.3054819377048036,1131,975,4019,0.021895994028365263
thirty,0.2687601941025691,1939,2061,1070,0.02149532710280374
fourths,0.3352028879800077,480,413,3748,0.019477054429028817
treaty,0.25243367955333723,1964,2036,730,0.019178082191780823
twenty,0.2602826482867177,1796,2204,543,0.01841620626151013
excises,0.35930761769649827,336,166,2548,0.017660910518053376
four,0.28160912704089947,1339,2661,398,0.017587939698492462
vice president,0.2943418399194568,1332,1073,3847,0.016376397192617624
prohibiting,0.33217390735490065,322,414,3370,0.01543026706231454
felonies,0.35630742670086274,320,132,2329,0.015027908973808502
six,0.2289244164366772,1169,2831,589,0.013582342954159592
expiration,0.28316565524521525,1788,1011,3616,0.013550884955752213
ninth,0.28048919614224826,1062,1496,3730,0.01099195710455764
natural born,0.3744662584276036,108,117,1185,0.008438818565400843
fourteen,0.2661625974092608,1669,2087,3140,0.007643312101910828
thirds,0.26644811223412596,1886,1501,3307,0.00725733293014817
vested,0.25877583231692924,2076,1924,2789,0.007171029042667623
five,0.25211845909364244,1665,2335,422,0.0071090047393364926
nominate,0.30298496294973337,872,318,4113,0.007050814490639436
confederation,0.25824053641741784,2943,1057,2908,0.006533700137551582
treaties,0.2538465446539652,2389,1611,1970,0.003553299492385787
reprieves,0.3319738850360007,59,64,650,0.003076923076923077
appellate,0.3183192505114179,223,74,1566,0.002554278416347382
december,0.15638684714547477,1780,2220,1194,0.002512562814070352
legislatures,0.24706955510654635,2598,1161,3138,0.0019120458891013384
fifths,0.28776914610546217,294,204,2531,0.0015804030027657052
pursuance,0.23197993559392616,2256,1354,3214,0.0006222775357809583
to,0.48675977616066846,1152,2848,4,0.0
