term,jsd,count_legal,count_popular,neighbours,scaled_jsd
fur,0.8521425224784351,1511,531,4034,0.9613287059990084
gory,0.9959631294579996,3,30,155,0.9612903225806452
dull,0.8596478465848818,26,1695,4159,0.9612887713392643
bard,0.9047802572693902,233,411,3122,0.9612427930813581
jest,0.9020677643122383,18,683,3277,0.9609398840402807
rain,0.8207015634482749,119,3355,3270,0.9608562691131498
tub,0.9203189674395107,29,437,2391,0.9606859054788791
mysteries,0.8882500807373355,5,907,3786,0.9606444796619124
docked,0.9624630682584985,9,177,986,0.960446247464503
pit,0.8636547022573662,133,1285,4191,0.9603913147220234
lur,0.9735137406896106,51,60,580,0.9603448275862069
mine,0.7397822687081854,146,3854,1912,0.9602510460251046
pen,0.8220713866713101,557,2441,3514,0.9598747865680136
mortality,0.8656043603482036,9,1368,4178,0.9597893729056965
apostles,0.7703419164666396,8,3992,2510,0.9597609561752988
vision,0.8545975497112693,82,1664,4158,0.9595959595959596
hive,0.9226471722706898,164,268,2236,0.9593023255813954
stars,0.8318028289341445,17,2612,3700,0.9591891891891892
see,0.6284706752629337,666,3334,244,0.9590163934426229
rejoicing,0.8786128762697913,5,1083,4023,0.9589858314690529
cried,0.7553160743957543,36,3964,2315,0.958963282937365
dar,0.938462417976923,28,310,1772,0.958803611738149
foetus,0.9461396924843803,6,260,1404,0.9586894586894587
desponding,0.9564703425367821,5,220,1185,0.9586497890295359
wing,0.8487174591005542,92,1907,4056,0.9585798816568047
downs,0.9380275412154755,5,320,1704,0.9583333333333334
lett,0.8459471620047102,53,2076,3999,0.9582395598899724
cursed,0.8660435035706295,5,1239,4163,0.9582032188325726
bulb,0.9876178009249281,7,53,311,0.9581993569131833
dance,0.8526024095752736,35,1759,4137,0.9581822576746435
sky,0.8322612113962425,4,2446,3811,0.9580162686958803
delirium,0.8956578036999594,5,697,3281,0.9579396525449558
airy,0.8821350194496567,32,866,3761,0.9577240095719224
rural,0.8753575871786994,6,1090,4031,0.9575787645745473
fat,0.843185241895184,326,1860,3979,0.9575270168384016
moss,0.9124160971750807,84,425,2583,0.9574138598528843
jolly,0.8971847099757089,10,629,3104,0.9571520618556701
secret,0.7312536099085865,779,3221,1678,0.9570917759237187
num,0.9198498443218646,125,311,2260,0.9570796460176991
purple,0.8555299679958059,8,1422,4193,0.9570713093250656
laid,0.6599501593023795,2460,1540,395,0.9569620253164557
amelia,0.861702539342594,20,1277,4169,0.9568241784600624
